epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.3581157922744751,9.999999747378752e-05,1.538646936416626,0.656000018119812,1.0296374559402466
1,0.5891032814979553,9.999999747378752e-05,1.0657631158828735,0.7200000286102295,0.8189405202865601
2,0.6702610850334167,9.999999747378752e-05,0.8735781311988831,0.7599999904632568,0.69370436668396
3,0.7236095070838928,9.999999747378752e-05,0.7588222622871399,0.7839999794960022,0.6323595643043518
4,0.755959153175354,9.999999747378752e-05,0.6659317016601562,0.800000011920929,0.592706561088562
5,0.7968217730522156,9.999999747378752e-05,0.5927310585975647,0.8040000200271606,0.5633506178855896
6,0.7900113463401794,9.999999747378752e-05,0.5726864337921143,0.8320000171661377,0.5088868737220764
7,0.8110102415084839,9.999999747378752e-05,0.5266516208648682,0.8360000252723694,0.5105101466178894
8,0.8229284882545471,9.999999747378752e-05,0.5005205273628235,0.8360000252723694,0.4755243957042694
9,0.8286038637161255,9.999999747378752e-05,0.47618207335472107,0.828000009059906,0.4665262699127197
10,0.8513053059577942,9.999999747378752e-05,0.4401330053806305,0.8479999899864197,0.45081573724746704
11,0.8416572213172913,9.999999747378752e-05,0.4347195029258728,0.8560000061988831,0.43345019221305847
12,0.8439273834228516,9.999999747378752e-05,0.4370047152042389,0.8560000061988831,0.4288845360279083
13,0.8461974859237671,9.999999747378752e-05,0.41244620084762573,0.843999981880188,0.4228461980819702
14,0.8609534502029419,9.999999747378752e-05,0.3903989791870117,0.8600000143051147,0.41907644271850586
15,0.8649262189865112,9.999999747378752e-05,0.3852759301662445,0.8600000143051147,0.4266839623451233
16,0.8609534502029419,9.999999747378752e-05,0.3693019449710846,0.8519999980926514,0.421845406293869
17,0.8728717565536499,9.999999747378752e-05,0.3705768287181854,0.8600000143051147,0.4122689962387085
18,0.8774120211601257,9.999999747378752e-05,0.3464817702770233,0.8399999737739563,0.4078085422515869
19,0.8842224478721619,9.999999747378752e-05,0.3339816629886627,0.8600000143051147,0.3903742730617523
20,0.8927355408668518,9.999999747378752e-05,0.3153056800365448,0.8640000224113464,0.4088679254055023
21,0.8819523453712463,9.999999747378752e-05,0.3206542134284973,0.8640000224113464,0.41532984375953674
22,0.8830873966217041,9.999999747378752e-05,0.3161812424659729,0.8600000143051147,0.3886348605155945
23,0.8944381475448608,9.999999747378752e-05,0.3070254623889923,0.8640000224113464,0.37665116786956787
24,0.8995459675788879,9.999999747378752e-05,0.2990618646144867,0.8560000061988831,0.3856907784938812
25,0.9006810188293457,9.999999747378752e-05,0.2941999137401581,0.8600000143051147,0.38178983330726624
26,0.9080590009689331,9.999999747378752e-05,0.26765066385269165,0.8640000224113464,0.3648355007171631
27,0.8967083096504211,9.999999747378752e-05,0.27612221240997314,0.8600000143051147,0.4103400707244873
28,0.902951180934906,9.999999747378752e-05,0.2848564386367798,0.8640000224113464,0.4039187729358673
29,0.9057888984680176,9.999999747378752e-05,0.2687240540981293,0.8679999709129333,0.36606699228286743
