epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.685584545135498,9.999999747378752e-05,0.8878066539764404,0.8479999899864197,0.4072877764701843
1,0.9001135230064392,9.999999747378752e-05,0.2893115282058716,0.9120000004768372,0.20903566479682922
2,0.9296254515647888,9.999999747378752e-05,0.2090606391429901,0.9599999785423279,0.10852012783288956
3,0.9404086470603943,9.999999747378752e-05,0.1618807464838028,0.9359999895095825,0.13237272202968597
4,0.9545970559120178,9.999999747378752e-05,0.13710595667362213,0.9679999947547913,0.0785958468914032
5,0.9642452001571655,9.999999747378752e-05,0.111285500228405,0.972000002861023,0.07168905436992645
6,0.9653802514076233,9.999999747378752e-05,0.09924479573965073,0.9639999866485596,0.08731252700090408
7,0.9699205160140991,9.999999747378752e-05,0.0947035476565361,0.9639999866485596,0.08479128032922745
8,0.9721906781196594,9.999999747378752e-05,0.09223493933677673,0.972000002861023,0.06464844942092896
9,0.9693530201911926,9.999999747378752e-05,0.07691287249326706,0.972000002861023,0.09817212074995041
10,0.9738932847976685,9.999999747378752e-05,0.07950395345687866,0.9679999947547913,0.07600944489240646
11,0.9795686602592468,9.999999747378752e-05,0.061533063650131226,0.972000002861023,0.07803946733474731
12,0.9772984981536865,9.999999747378752e-05,0.06206703931093216,0.9639999866485596,0.07558286190032959
13,0.9841089844703674,4.999999873689376e-05,0.04117216542363167,0.9800000190734863,0.07151710987091064
14,0.9869466423988342,4.999999873689376e-05,0.0381658636033535,0.9800000190734863,0.06512081623077393
15,0.9897843599319458,4.999999873689376e-05,0.03852994740009308,0.9879999756813049,0.06740617007017136
16,0.9931895732879639,4.999999873689376e-05,0.026545552536845207,0.984000027179718,0.06925906985998154
17,0.9903518557548523,2.499999936844688e-05,0.027061818167567253,0.9800000190734863,0.06563939899206161
18,0.9954596757888794,2.499999936844688e-05,0.02239803783595562,0.9879999756813049,0.06032253056764603
19,0.9926220178604126,2.499999936844688e-05,0.024207212030887604,0.9879999756813049,0.06365858018398285
20,0.9948921799659729,2.499999936844688e-05,0.020380612462759018,0.9879999756813049,0.051982901990413666
21,0.9926220178604126,2.499999936844688e-05,0.028414888307452202,0.9800000190734863,0.058604467660188675
22,0.9909194111824036,2.499999936844688e-05,0.023462757468223572,0.984000027179718,0.056403305381536484
23,0.9948921799659729,2.499999936844688e-05,0.01824662648141384,0.9879999756813049,0.04848124086856842
24,0.9931895732879639,2.499999936844688e-05,0.02024250105023384,0.9879999756813049,0.051397599279880524
25,0.9914869666099548,2.499999936844688e-05,0.022709542885422707,0.984000027179718,0.04570974409580231
26,0.9943246245384216,2.499999936844688e-05,0.016512278467416763,0.9879999756813049,0.036007508635520935
27,0.9909194111824036,2.499999936844688e-05,0.020035473629832268,0.9879999756813049,0.04296211153268814
28,0.9920544624328613,2.499999936844688e-05,0.020324645563960075,0.9879999756813049,0.052890729159116745
29,0.9914869666099548,2.499999936844688e-05,0.02203754149377346,0.984000027179718,0.04643581062555313
